{'City': '0', 'TotalValue': '30'}
{'City': '673', 'TotalValue': '3972'}
{'City': '674', 'TotalValue': '3977'}
{'City': '675', 'TotalValue': '3985'}
{'City': '676', 'TotalValue': '3993'}
{'City': '677', 'TotalValue': '4028'}
{'City': '678', 'TotalValue': '4072'}
{'City': '679', 'TotalValue': '4078'}
{'City': '680', 'TotalValue': '4085'}
{'City': '681', 'TotalValue': '4085'}
{'City': '682', 'TotalValue': '4094'}
{'City': '683', 'TotalValue': '4098'}
{'City': '684', 'TotalValue': '4111'}
{'City': '685', 'TotalValue': '4112'}
{'City': '686', 'TotalValue': '4124'}
{'City': '687', 'TotalValue': '4015'}
{'City': '688', 'TotalValue': '4021'}
{'City': '689', 'TotalValue': '4073'}
{'City': '690', 'TotalValue': '4073'}
{'City': '691', 'TotalValue': '4073'}
{'City': '692', 'TotalValue': '4078'}
{'City': '693', 'TotalValue': '4078'}
{'City': '694', 'TotalValue': '4085'}
{'City': '695', 'TotalValue': '4097'}
{'City': '696', 'TotalValue': '4100'}
{'City': '697', 'TotalValue': '4115'}
{'City': '698', 'TotalValue': '4124'}
{'City': '699', 'TotalValue': '4127'}
{'City': '700', 'TotalValue': '4148'}
{'City': '701', 'TotalValue': '4688'}
{'City': '702', 'TotalValue': '4165'}
{'City': '703', 'TotalValue': '4166'}
{'City': '704', 'TotalValue': '4194'}
{'City': '705', 'TotalValue': '4194'}
{'City': '706', 'TotalValue': '4227'}
{'City': '707', 'TotalValue': '4256'}
{'City': '708', 'TotalValue': '4264'}
{'City': '709', 'TotalValue': '4336'}
{'City': '710', 'TotalValue': '4336'}
{'City': '711', 'TotalValue': '4341'}
{'City': '712', 'TotalValue': '4358'}
{'City': '713', 'TotalValue': '4364'}
{'City': '714', 'TotalValue': '4128'}
{'City': '715', 'TotalValue': '4150'}
{'City': '716', 'TotalValue': '4151'}
{'City': '717', 'TotalValue': '4151'}
{'City': '718', 'TotalValue': '4157'}
{'City': '719', 'TotalValue': '4166'}
{'City': '720', 'TotalValue': '4173'}
{'City': '721', 'TotalValue': '4174'}
{'City': '722', 'TotalValue': '4194'}
{'City': '723', 'TotalValue': '4200'}
{'City': '724', 'TotalValue': '4226'}
{'City': '725', 'TotalValue': '4248'}
{'City': '726', 'TotalValue': '4264'}
{'City': '727', 'TotalValue': '4264'}
{'City': '728', 'TotalValue': '4301'}
{'City': '729', 'TotalValue': '4330'}
{'City': '730', 'TotalValue': '4339'}
{'City': '731', 'TotalValue': '4351'}
{'City': '732', 'TotalValue': '4364'}
{'City': '733', 'TotalValue': '4378'}
{'City': '734', 'TotalValue': '4481'}
{'City': '735', 'TotalValue': '4487'}
{'City': '736', 'TotalValue': '4505'}
{'City': '737', 'TotalValue': '4510'}
{'City': '738', 'TotalValue': '4510'}
{'City': '739', 'TotalValue': '4543'}
{'City': '740', 'TotalValue': '4408'}
{'City': '741', 'TotalValue': '4474'}
{'City': '742', 'TotalValue': '4476'}
{'City': '743', 'TotalValue': '4480'}
{'City': '744', 'TotalValue': '4488'}
{'City': '745', 'TotalValue': '4510'}
{'City': '746', 'TotalValue': '4510'}
{'City': '747', 'TotalValue': '4540'}
{'City': '748', 'TotalValue': '4543'}
{'City': '749', 'TotalValue': '4544'}
{'City': '750', 'TotalValue': '4559'}
{'City': '751', 'TotalValue': '4571'}
{'City': '752', 'TotalValue': '4621'}
{'City': '753', 'TotalValue': '4622'}
{'City': '754', 'TotalValue': '4624'}
{'City': '755', 'TotalValue': '4626'}
{'City': '756', 'TotalValue': '4628'}
{'City': '757', 'TotalValue': '4633'}
{'City': '758', 'TotalValue': '4653'}
{'City': '759', 'TotalValue': '4653'}
{'City': '760', 'TotalValue': '4669'}
{'City': '761', 'TotalValue': '4681'}
{'City': '762', 'TotalValue': '4688'}
{'City': '763', 'TotalValue': '4698'}
{'City': '764', 'TotalValue': '4731'}
{'City': '765', 'TotalValue': '4753'}
{'City': '766', 'TotalValue': '4571'}
{'City': '767', 'TotalValue': '4587'}
{'City': '768', 'TotalValue': '4599'}
{'City': '769', 'TotalValue': '4627'}
{'City': '770', 'TotalValue': '4627'}
{'City': '771', 'TotalValue': '4641'}
{'City': '772', 'TotalValue': '4653'}
{'City': '773', 'TotalValue': '4653'}
{'City': '774', 'TotalValue': '4681'}
{'City': '775', 'TotalValue': '4685'}
{'City': '776', 'TotalValue': '4693'}
{'City': '777', 'TotalValue': '4705'}
{'City': '778', 'TotalValue': '4706'}
{'City': '779', 'TotalValue': '4715'}
{'City': '780', 'TotalValue': '4759'}
{'City': '781', 'TotalValue': '4762'}
{'City': '782', 'TotalValue': '4779'}
{'City': '783', 'TotalValue': '4793'}
{'City': '784', 'TotalValue': '4795'}
{'City': '785', 'TotalValue': '4797'}
{'City': '786', 'TotalValue': '4813'}
{'City': '787', 'TotalValue': '4813'}
{'City': '788', 'TotalValue': '4849'}
{'City': '789', 'TotalValue': '4850'}
{'City': '790', 'TotalValue': '4864'}
{'City': '791', 'TotalValue': '4865'}
{'City': '792', 'TotalValue': '4756'}
{'City': '793', 'TotalValue': '4760'}
{'City': '794', 'TotalValue': '4772'}
{'City': '795', 'TotalValue': '4778'}
{'City': '796', 'TotalValue': '4781'}
{'City': '797', 'TotalValue': '4794'}
{'City': '798', 'TotalValue': '4796'}
{'City': '799', 'TotalValue': '4806'}
{'City': '800', 'TotalValue': '4806'}
{'City': '801', 'TotalValue': '4813'}
{'City': '802', 'TotalValue': '4850'}
{'City': '803', 'TotalValue': '4855'}
{'City': '804', 'TotalValue': '4859'}
{'City': '805', 'TotalValue': '4867'}
{'City': '806', 'TotalValue': '4904'}
{'City': '807', 'TotalValue': '4920'}
{'City': '808', 'TotalValue': '4926'}
{'City': '809', 'TotalValue': '4934'}
{'City': '810', 'TotalValue': '4991'}
{'City': '811', 'TotalValue': '5018'}
{'City': '812', 'TotalValue': '5019'}
{'City': '813', 'TotalValue': '5052'}
{'City': '814', 'TotalValue': '5058'}
{'City': '815', 'TotalValue': '5071'}
{'City': '816', 'TotalValue': '5076'}
{'City': '817', 'TotalValue': '5100'}
{'City': '818', 'TotalValue': '5123'}
{'City': '819', 'TotalValue': '4866'}
{'City': '820', 'TotalValue': '4867'}
{'City': '821', 'TotalValue': '4877'}
{'City': '822', 'TotalValue': '4901'}
{'City': '823', 'TotalValue': '4902'}
{'City': '824', 'TotalValue': '4934'}
{'City': '825', 'TotalValue': '4956'}
{'City': '826', 'TotalValue': '4961'}
{'City': '827', 'TotalValue': '4963'}
{'City': '828', 'TotalValue': '4977'}
{'City': '829', 'TotalValue': '4986'}
{'City': '830', 'TotalValue': '4994'}
{'City': '831', 'TotalValue': '5011'}
{'City': '832', 'TotalValue': '5019'}
{'City': '833', 'TotalValue': '5019'}
{'City': '834', 'TotalValue': '5024'}
{'City': '835', 'TotalValue': '5060'}
{'City': '836', 'TotalValue': '5062'}
{'City': '837', 'TotalValue': '5084'}
{'City': '838', 'TotalValue': '5100'}
{'City': '839', 'TotalValue': '5102'}
{'City': '840', 'TotalValue': '5139'}
{'City': '841', 'TotalValue': '5147'}
{'City': '842', 'TotalValue': '5152'}
{'City': '843', 'TotalValue': '5154'}
{'City': '844', 'TotalValue': '5156'}
{'City': '845', 'TotalValue': '5172'}
{'City': '846', 'TotalValue': '5127'}
{'City': '847', 'TotalValue': '5141'}
{'City': '848', 'TotalValue': '5142'}
{'City': '849', 'TotalValue': '5151'}
{'City': '850', 'TotalValue': '5158'}
{'City': '851', 'TotalValue': '5164'}
{'City': '852', 'TotalValue': '5167'}
{'City': '853', 'TotalValue': '5245'}
{'City': '854', 'TotalValue': '5259'}
{'City': '855', 'TotalValue': '5262'}
{'City': '856', 'TotalValue': '5262'}
{'City': '857', 'TotalValue': '5266'}
{'City': '858', 'TotalValue': '5287'}
{'City': '859', 'TotalValue': '5288'}
{'City': '860', 'TotalValue': '5292'}
{'City': '861', 'TotalValue': '5294'}
{'City': '862', 'TotalValue': '5307'}
{'City': '863', 'TotalValue': '5307'}
{'City': '864', 'TotalValue': '5308'}
{'City': '865', 'TotalValue': '5308'}
{'City': '866', 'TotalValue': '5311'}
{'City': '867', 'TotalValue': '5317'}
{'City': '868', 'TotalValue': '5320'}
{'City': '869', 'TotalValue': '5325'}
{'City': '870', 'TotalValue': '5325'}
{'City': '871', 'TotalValue': '5326'}
{'City': '872', 'TotalValue': '5190'}
{'City': '873', 'TotalValue': '5246'}
{'City': '874', 'TotalValue': '5246'}
{'City': '875', 'TotalValue': '5247'}
{'City': '876', 'TotalValue': '5263'}
{'City': '877', 'TotalValue': '5263'}
{'City': '878', 'TotalValue': '5266'}
{'City': '879', 'TotalValue': '5277'}
{'City': '880', 'TotalValue': '5286'}
{'City': '881', 'TotalValue': '5287'}
{'City': '882', 'TotalValue': '5288'}
{'City': '883', 'TotalValue': '5295'}
{'City': '884', 'TotalValue': '5300'}
{'City': '885', 'TotalValue': '5308'}
{'City': '886', 'TotalValue': '5319'}
{'City': '887', 'TotalValue': '5319'}
{'City': '888', 'TotalValue': '5326'}
{'City': '889', 'TotalValue': '5358'}
{'City': '890', 'TotalValue': '5371'}
{'City': '891', 'TotalValue': '5394'}
{'City': '892', 'TotalValue': '5404'}
{'City': '893', 'TotalValue': '5404'}
{'City': '894', 'TotalValue': '5421'}
{'City': '895', 'TotalValue': '5436'}
{'City': '896', 'TotalValue': '5443'}
{'City': '897', 'TotalValue': '5448'}
{'City': '898', 'TotalValue': '5356'}
{'City': '899', 'TotalValue': '5377'}
{'City': '900', 'TotalValue': '5379'}
{'City': '901', 'TotalValue': '5382'}
{'City': '902', 'TotalValue': '5394'}
{'City': '903', 'TotalValue': '5395'}
{'City': '904', 'TotalValue': '5395'}
{'City': '905', 'TotalValue': '5396'}
{'City': '906', 'TotalValue': '5396'}
{'City': '907', 'TotalValue': '5402'}
{'City': '908', 'TotalValue': '5442'}
{'City': '909', 'TotalValue': '5450'}
{'City': '910', 'TotalValue': '5482'}
{'City': '911', 'TotalValue': '5483'}
{'City': '912', 'TotalValue': '5484'}
{'City': '913', 'TotalValue': '5525'}
{'City': '914', 'TotalValue': '5532'}
{'City': '915', 'TotalValue': '5532'}
{'City': '916', 'TotalValue': '5535'}
{'City': '917', 'TotalValue': '5573'}
{'City': '918', 'TotalValue': '5610'}
{'City': '919', 'TotalValue': '5611'}
{'City': '920', 'TotalValue': '5619'}
{'City': '921', 'TotalValue': '5625'}
{'City': '922', 'TotalValue': '5630'}
{'City': '923', 'TotalValue': '5655'}
{'City': '924', 'TotalValue': '5660'}
{'City': '925', 'TotalValue': '5660'}
{'City': '926', 'TotalValue': '5660'}
{'City': '927', 'TotalValue': '5666'}
{'City': '928', 'TotalValue': '5668'}
{'City': '929', 'TotalValue': '5671'}
{'City': '930', 'TotalValue': '5671'}
{'City': '931', 'TotalValue': '5688'}
{'City': '932', 'TotalValue': '5692'}
{'City': '933', 'TotalValue': '5707'}
{'City': '934', 'TotalValue': '5708'}
{'City': '935', 'TotalValue': '5735'}
{'City': '936', 'TotalValue': '5736'}
{'City': '937', 'TotalValue': '5743'}
{'City': '938', 'TotalValue': '5750'}
{'City': '939', 'TotalValue': '5750'}
{'City': '940', 'TotalValue': '5756'}
{'City': '941', 'TotalValue': '5758'}
{'City': '942', 'TotalValue': '5758'}
{'City': '943', 'TotalValue': '5769'}
{'City': '944', 'TotalValue': '5792'}
{'City': '945', 'TotalValue': '5841'}
{'City': '946', 'TotalValue': '5882'}
{'City': '947', 'TotalValue': '5887'}
{'City': '948', 'TotalValue': '5887'}
{'City': '949', 'TotalValue': '5907'}
{'City': '950', 'TotalValue': '5925'}
{'City': '951', 'TotalValue': '5946'}
{'City': '952', 'TotalValue': '5959'}
{'City': '953', 'TotalValue': '5973'}
{'City': '954', 'TotalValue': '6018'}
{'City': '955', 'TotalValue': '6033'}
{'City': '956', 'TotalValue': '6042'}
{'City': '957', 'TotalValue': '6053'}
{'City': '958', 'TotalValue': '6065'}
{'City': '959', 'TotalValue': '6074'}
{'City': '960', 'TotalValue': '6089'}
{'City': '961', 'TotalValue': '6130'}
{'City': '962', 'TotalValue': '6130'}
{'City': '963', 'TotalValue': '6130'}
{'City': '964', 'TotalValue': '6130'}
{'City': '965', 'TotalValue': '6142'}
{'City': '966', 'TotalValue': '6185'}
{'City': '967', 'TotalValue': '6185'}
{'City': '968', 'TotalValue': '6185'}
{'City': '969', 'TotalValue': '6207'}
{'City': '970', 'TotalValue': '6211'}
{'City': '971', 'TotalValue': '6234'}
{'City': '972', 'TotalValue': '6259'}
{'City': '973', 'TotalValue': '6274'}
{'City': '974', 'TotalValue': '6274'}
{'City': '975', 'TotalValue': '6283'}
{'City': '976', 'TotalValue': '6285'}
{'City': '977', 'TotalValue': '6286'}
{'City': '978', 'TotalValue': '6300'}
{'City': '979', 'TotalValue': '6407'}
{'City': '980', 'TotalValue': '6407'}
{'City': '981', 'TotalValue': '6413'}
{'City': '982', 'TotalValue': '6423'}
{'City': '983', 'TotalValue': '6431'}
{'City': '984', 'TotalValue': '6442'}
{'City': '985', 'TotalValue': '6450'}
{'City': '986', 'TotalValue': '6461'}
{'City': '987', 'TotalValue': '6500'}
{'City': '988', 'TotalValue': '6500'}
{'City': '989', 'TotalValue': '6539'}
{'City': '990', 'TotalValue': '6560'}
{'City': '991', 'TotalValue': '6563'}
{'City': '992', 'TotalValue': '6619'}
{'City': '993', 'TotalValue': '6621'}
{'City': '994', 'TotalValue': '6647'}
{'City': '995', 'TotalValue': '6711'}
{'City': '996', 'TotalValue': '6711'}
{'City': '997', 'TotalValue': '6711'}
{'City': '998', 'TotalValue': '6711'}
{'City': '999', 'TotalValue': '6714'}
{'City': '1000', 'TotalValue': '6766'}
{'City': '1001', 'TotalValue': '6777'}
{'City': '1002', 'TotalValue': '6780'}
{'City': '1003', 'TotalValue': '6786'}
{'City': '1004', 'TotalValue': '6791'}
{'City': '1005', 'TotalValue': '6795'}
{'City': '1006', 'TotalValue': '6808'}
{'City': '1007', 'TotalValue': '6808'}
{'City': '1008', 'TotalValue': '6823'}
{'City': '1009', 'TotalValue': '6839'}
{'City': '1010', 'TotalValue': '6842'}
{'City': '1011', 'TotalValue': '6842'}
{'City': '1012', 'TotalValue': '6852'}
{'City': '1013', 'TotalValue': '6852'}
{'City': '1014', 'TotalValue': '6885'}
{'City': '1015', 'TotalValue': '6885'}
{'City': '1016', 'TotalValue': '6894'}
{'City': '1017', 'TotalValue': '6909'}
{'City': '1018', 'TotalValue': '6909'}
{'City': '1019', 'TotalValue': '6912'}
{'City': '1020', 'TotalValue': '6914'}
{'City': '1021', 'TotalValue': '6928'}
{'City': '1022', 'TotalValue': '6930'}
{'City': '1023', 'TotalValue': '6940'}
{'City': '1024', 'TotalValue': '6954'}
{'City': '1025', 'TotalValue': '6970'}
{'City': '1026', 'TotalValue': '6981'}
{'City': '1027', 'TotalValue': '6982'}
{'City': '1028', 'TotalValue': '6982'}
{'City': '1029', 'TotalValue': '6989'}
{'City': '1030', 'TotalValue': '6989'}
{'City': '1031', 'TotalValue': '7012'}
{'City': '1032', 'TotalValue': '7022'}
{'City': '1033', 'TotalValue': '7055'}
{'City': '1034', 'TotalValue': '7055'}
{'City': '1035', 'TotalValue': '7104'}
{'City': '1036', 'TotalValue': '7106'}
{'City': '1037', 'TotalValue': '7125'}
{'City': '1038', 'TotalValue': '7148'}
{'City': '1039', 'TotalValue': '7168'}
{'City': '1040', 'TotalValue': '7182'}
{'City': '1041', 'TotalValue': '7184'}
{'City': '1042', 'TotalValue': '7195'}
{'City': '1043', 'TotalValue': '7219'}
{'City': '1044', 'TotalValue': '7238'}
{'City': '1045', 'TotalValue': '7284'}
{'City': '1046', 'TotalValue': '7302'}
{'City': '1047', 'TotalValue': '7316'}
{'City': '1048', 'TotalValue': '7354'}
{'City': '1049', 'TotalValue': '7361'}
{'City': '1050', 'TotalValue': '7370'}
{'City': '1051', 'TotalValue': '7370'}
{'City': '1052', 'TotalValue': '7387'}
{'City': '1053', 'TotalValue': '7394'}
{'City': '1054', 'TotalValue': '7395'}
{'City': '1055', 'TotalValue': '7398'}
{'City': '1056', 'TotalValue': '7398'}
{'City': '1057', 'TotalValue': '7398'}
{'City': '1058', 'TotalValue': '7398'}
{'City': '1059', 'TotalValue': '5450'}
{'City': '1060', 'TotalValue': '5480'}
{'City': '1061', 'TotalValue': '5486'}
{'City': '1062', 'TotalValue': '5492'}
{'City': '1063', 'TotalValue': '5503'}
{'City': '1064', 'TotalValue': '5509'}
{'City': '1065', 'TotalValue': '5524'}
{'City': '1066', 'TotalValue': '5524'}
{'City': '1067', 'TotalValue': '5539'}
{'City': '1068', 'TotalValue': '5546'}
{'City': '1069', 'TotalValue': '5546'}
{'City': '1070', 'TotalValue': '5570'}
{'City': '1071', 'TotalValue': '5617'}
{'City': '1072', 'TotalValue': '5617'}
{'City': '1073', 'TotalValue': '5617'}
{'City': '1074', 'TotalValue': '5617'}
{'City': '1075', 'TotalValue': '5636'}
{'City': '1076', 'TotalValue': '5636'}
{'City': '1077', 'TotalValue': '5636'}
{'City': '1078', 'TotalValue': '5636'}
{'City': '1079', 'TotalValue': '5656'}
{'City': '1080', 'TotalValue': '5662'}
{'City': '1081', 'TotalValue': '5677'}
{'City': '1082', 'TotalValue': '5682'}
{'City': '1083', 'TotalValue': '5691'}
{'City': '1084', 'TotalValue': '5716'}
{'City': '1085', 'TotalValue': '7401'}
{'City': '1086', 'TotalValue': '7419'}
{'City': '1087', 'TotalValue': '7420'}
{'City': '1088', 'TotalValue': '7447'}
{'City': '1089', 'TotalValue': '7458'}
{'City': '1090', 'TotalValue': '7482'}
{'City': '1091', 'TotalValue': '7487'}
{'City': '1092', 'TotalValue': '7487'}
{'City': '1093', 'TotalValue': '7497'}
{'City': '1094', 'TotalValue': '7499'}
{'City': '1095', 'TotalValue': '7511'}
{'City': '1096', 'TotalValue': '7544'}
{'City': '1097', 'TotalValue': '7545'}
{'City': '1098', 'TotalValue': '7569'}
{'City': '1099', 'TotalValue': '7575'}
{'City': '1100', 'TotalValue': '7577'}
{'City': '1101', 'TotalValue': '7590'}
{'City': '1102', 'TotalValue': '7590'}
{'City': '1103', 'TotalValue': '7591'}
{'City': '1104', 'TotalValue': '7595'}
{'City': '1105', 'TotalValue': '7597'}
{'City': '1106', 'TotalValue': '7601'}
{'City': '1107', 'TotalValue': '7609'}
{'City': '1108', 'TotalValue': '7617'}
{'City': '1109', 'TotalValue': '7619'}
{'City': '1110', 'TotalValue': '7627'}
{'City': '1111', 'TotalValue': '7674'}
{'City': '1112', 'TotalValue': '5731'}
{'City': '1113', 'TotalValue': '5732'}
{'City': '1114', 'TotalValue': '5733'}
{'City': '1115', 'TotalValue': '5734'}
{'City': '1116', 'TotalValue': '5735'}
{'City': '1117', 'TotalValue': '5736'}
{'City': '1118', 'TotalValue': '5738'}
{'City': '1119', 'TotalValue': '5742'}
{'City': '1120', 'TotalValue': '5749'}
{'City': '1121', 'TotalValue': '5750'}
{'City': '1122', 'TotalValue': '5752'}
{'City': '1123', 'TotalValue': '5757'}
{'City': '1124', 'TotalValue': '5757'}
{'City': '1125', 'TotalValue': '5758'}
{'City': '1126', 'TotalValue': '5763'}
{'City': '1127', 'TotalValue': '5769'}
{'City': '1128', 'TotalValue': '5774'}
{'City': '1129', 'TotalValue': '5779'}
{'City': '1130', 'TotalValue': '5809'}
{'City': '1131', 'TotalValue': '5809'}
{'City': '1132', 'TotalValue': '5820'}
{'City': '1133', 'TotalValue': '5833'}
{'City': '1134', 'TotalValue': '5839'}
{'City': '1135', 'TotalValue': '5850'}
{'City': '1136', 'TotalValue': '5872'}
{'City': '1137', 'TotalValue': '5886'}
{'City': '1138', 'TotalValue': '5903'}
{'City': '1139', 'TotalValue': '7688'}
{'City': '1140', 'TotalValue': '7690'}
{'City': '1141', 'TotalValue': '7701'}
{'City': '1142', 'TotalValue': '7718'}
{'City': '1143', 'TotalValue': '7728'}
{'City': '1144', 'TotalValue': '7745'}
{'City': '1145', 'TotalValue': '7750'}
{'City': '1146', 'TotalValue': '7754'}
{'City': '1147', 'TotalValue': '7759'}
{'City': '1148', 'TotalValue': '7764'}
{'City': '1149', 'TotalValue': '7764'}
{'City': '1150', 'TotalValue': '7765'}
{'City': '1151', 'TotalValue': '7796'}
{'City': '1152', 'TotalValue': '7797'}
{'City': '1153', 'TotalValue': '7798'}
{'City': '1154', 'TotalValue': '7798'}
{'City': '1155', 'TotalValue': '7800'}
{'City': '1156', 'TotalValue': '7800'}
{'City': '1157', 'TotalValue': '7821'}
{'City': '1158', 'TotalValue': '7823'}
{'City': '1159', 'TotalValue': '7848'}
{'City': '1160', 'TotalValue': '7854'}
{'City': '1161', 'TotalValue': '7856'}
{'City': '1162', 'TotalValue': '7900'}
{'City': '1163', 'TotalValue': '7906'}
{'City': '1164', 'TotalValue': '7906'}
{'City': '1165', 'TotalValue': '5925'}
{'City': '1166', 'TotalValue': '5946'}
{'City': '1167', 'TotalValue': '5973'}
{'City': '1168', 'TotalValue': '5978'}
{'City': '1169', 'TotalValue': '5986'}
{'City': '1170', 'TotalValue': '6007'}
{'City': '1171', 'TotalValue': '6007'}
{'City': '1172', 'TotalValue': '6013'}
{'City': '1173', 'TotalValue': '6017'}
{'City': '1174', 'TotalValue': '6046'}
{'City': '1175', 'TotalValue': '6061'}
{'City': '1176', 'TotalValue': '6063'}
{'City': '1177', 'TotalValue': '6064'}
{'City': '1178', 'TotalValue': '6064'}
{'City': '1179', 'TotalValue': '6065'}
{'City': '1180', 'TotalValue': '6068'}
{'City': '1181', 'TotalValue': '6068'}
{'City': '1182', 'TotalValue': '6072'}
{'City': '1183', 'TotalValue': '6072'}
{'City': '1184', 'TotalValue': '6099'}
{'City': '1185', 'TotalValue': '6113'}
{'City': '1186', 'TotalValue': '6124'}
{'City': '1187', 'TotalValue': '6130'}
